Wavenumber(cm-1),Transmittance(%)
1.300000000000000000e+03,9.260456240628380442e+01
1.301000000000000000e+03,9.219075949097057787e+01
1.302000000000000000e+03,9.177210726235075811e+01
1.303000000000000000e+03,9.135025417984560647e+01
1.304000000000000000e+03,9.092695696346839895e+01
1.305000000000000000e+03,9.050407015479760275e+01
1.306000000000000000e+03,9.008353404368135386e+01
1.307000000000000000e+03,8.966736104519307560e+01
1.308000000000000000e+03,8.925762063994773143e+01
1.309000000000000000e+03,8.885642301872360349e+01
1.310000000000000000e+03,8.846590159879667681e+01
1.311000000000000000e+03,8.808819460385537070e+01
1.312000000000000000e+03,8.772542592120038307e+01
1.313000000000000000e+03,8.737968546853889507e+01
1.314000000000000000e+03,8.705300931746421611e+01
1.315000000000000000e+03,8.674735983110862492e+01
1.316000000000000000e+03,8.646460607892643679e+01
1.317000000000000000e+03,8.620650479158901192e+01
1.318000000000000000e+03,8.597468211304368424e+01
1.319000000000000000e+03,8.577061639439926921e+01
1.320000000000000000e+03,8.559562225493021970e+01
1.321000000000000000e+03,8.545083610859327905e+01
1.322000000000000000e+03,8.533720331944668658e+01
1.323000000000000000e+03,8.525546710564617570e+01
1.324000000000000000e+03,8.520615925866297857e+01
1.325000000000000000e+03,8.518959268148307729e+01
1.326000000000000000e+03,8.520585567643429670e+01
1.327000000000000000e+03,8.525480782990439366e+01
1.328000000000000000e+03,8.533607724808479134e+01
1.329000000000000000e+03,8.544905879639706825e+01
1.330000000000000000e+03,8.559291288808634590e+01
1.331000000000000000e+03,8.576656425895018288e+01
1.332000000000000000e+03,8.596870006183620205e+01
1.333000000000000000e+03,8.619776652552413054e+01
1.334000000000000000e+03,8.645196336000469728e+01
1.335000000000000000e+03,8.672923506916077940e+01
1.336000000000000000e+03,8.702725837052130942e+01
1.337000000000000000e+03,8.734342504038929178e+01
1.338000000000000000e+03,8.767481972248609168e+01
1.339000000000000000e+03,8.801819257952632825e+01
1.340000000000000000e+03,8.836992714630905255e+01
1.341000000000000000e+03,8.872600436926860823e+01
1.342000000000000000e+03,8.908196458910003912e+01
1.343000000000000000e+03,8.943287012283104787e+01
1.344000000000000000e+03,8.977327209302040956e+01
1.345000000000000000e+03,9.009718617570335653e+01
1.346000000000000000e+03,9.039808291251451067e+01
1.347000000000000000e+03,9.066889905040626729e+01
1.348000000000000000e+03,9.090207690995421785e+01
1.349000000000000000e+03,9.108963890453932777e+01
1.350000000000000000e+03,9.122330390203029538e+01
1.351000000000000000e+03,9.129465101736629151e+01
1.352000000000000000e+03,9.129533456072803688e+01
1.353000000000000000e+03,9.121735120518162887e+01
1.354000000000000000e+03,9.105335701222817590e+01
1.355000000000000000e+03,9.079702787931314845e+01
1.356000000000000000e+03,9.044345245706996650e+01
1.357000000000000000e+03,8.998954192353778581e+01
1.358000000000000000e+03,8.943443657466877994e+01
1.359000000000000000e+03,8.877988542814921402e+01
1.360000000000000000e+03,8.803057239574494020e+01
1.361000000000000000e+03,8.719436149107008305e+01
1.362000000000000000e+03,8.628243436676206102e+01
1.363000000000000000e+03,8.530929645834054043e+01
1.364000000000000000e+03,8.429263322670583136e+01
1.365000000000000000e+03,8.325300531397610371e+01
1.366000000000000000e+03,8.221338052097540583e+01
1.367000000000000000e+03,8.119851083450704721e+01
1.368000000000000000e+03,8.023417355675786666e+01
1.369000000000000000e+03,7.934630607223677146e+01
1.370000000000000000e+03,7.856007303307353595e+01
1.371000000000000000e+03,7.789891188929351529e+01
1.372000000000000000e+03,7.738360699843823909e+01
1.373000000000000000e+03,7.703144348642683781e+01
1.374000000000000000e+03,7.685548933877811351e+01
1.375000000000000000e+03,7.686404793077781505e+01
1.376000000000000000e+03,7.706031373097354731e+01
1.377000000000000000e+03,7.744225190511021140e+01
1.378000000000000000e+03,7.800270891703026166e+01
1.379000000000000000e+03,7.872974703407854236e+01
1.380000000000000000e+03,7.960718201583155462e+01
1.381000000000000000e+03,8.061529126137551771e+01
1.382000000000000000e+03,8.173165022150723757e+01
1.383000000000000000e+03,8.293204861853783427e+01
1.384000000000000000e+03,8.419143533169076932e+01
1.385000000000000000e+03,8.548484175263783413e+01
1.386000000000000000e+03,8.678823773309302680e+01
1.387000000000000000e+03,8.807928140199150846e+01
1.388000000000000000e+03,8.933793338478480450e+01
1.389000000000000000e+03,9.054691644932213990e+01
1.390000000000000000e+03,9.169201243468810958e+01
1.391000000000000000e+03,9.276219864518537861e+01
1.392000000000000000e+03,9.374963498905376014e+01
1.393000000000000000e+03,9.464952046534011743e+01
1.394000000000000000e+03,9.545984281488817658e+01
1.395000000000000000e+03,9.618104812892330813e+01
1.396000000000000000e+03,9.681565802591883596e+01
1.397000000000000000e+03,9.736786090480057965e+01
1.398000000000000000e+03,9.784310112168883222e+01
1.399000000000000000e+03,9.824768615113760006e+01
1.400000000000000000e+03,9.858842733600023678e+01
1.401000000000000000e+03,9.887232513575914084e+01
1.402000000000000000e+03,9.910630522856631330e+01
1.403000000000000000e+03,9.929700770551878009e+01
1.404000000000000000e+03,9.945062812465930335e+01
1.405000000000000000e+03,9.957280648366636910e+01
1.406000000000000000e+03,9.966855825806881342e+01
1.407000000000000000e+03,9.974224050132107777e+01
1.408000000000000000e+03,9.979754552851359506e+01
1.409000000000000000e+03,9.983751478894961906e+01
1.410000000000000000e+03,9.986456604169663365e+01
1.411000000000000000e+03,9.988052775014313056e+01
1.412000000000000000e+03,9.988667558578258365e+01
1.413000000000000000e+03,9.988376697625687939e+01
1.414000000000000000e+03,9.987207066947729572e+01
1.415000000000000000e+03,9.985138925948193389e+01
1.416000000000000000e+03,9.982107349766775428e+01
1.417000000000000000e+03,9.978002798086049552e+01
1.418000000000000000e+03,9.972670846538068190e+01
1.419000000000000000e+03,9.965911161357689707e+01
1.420000000000000000e+03,9.957475845132216818e+01
1.421000000000000000e+03,9.947067321829544539e+01
1.422000000000000000e+03,9.934335964248961659e+01
1.423000000000000000e+03,9.918877697741322663e+01
1.424000000000000000e+03,9.900231841065074434e+01
1.425000000000000000e+03,9.877879468552798414e+01
1.426000000000000000e+03,9.851242596719934852e+01
1.427000000000000000e+03,9.819684511854944731e+01
1.428000000000000000e+03,9.782511561329936001e+01
1.429000000000000000e+03,9.738976728380600889e+01
1.430000000000000000e+03,9.688285295786167239e+01
1.431000000000000000e+03,9.629602876128811317e+01
1.432000000000000000e+03,9.562066043260560377e+01
1.433000000000000000e+03,9.484795739835367101e+01
1.434000000000000000e+03,9.396913558511026565e+01
1.435000000000000000e+03,9.297560899772719267e+01
1.436000000000000000e+03,9.185920898369631971e+01
1.437000000000000000e+03,9.061242885312417172e+01
1.438000000000000000e+03,8.922869016673863030e+01
1.439000000000000000e+03,8.770262558686587795e+01
1.440000000000000000e+03,8.603037176575232081e+01
1.441000000000000000e+03,8.420986438885432790e+01
1.442000000000000000e+03,8.224112627169706968e+01
1.443000000000000000e+03,8.012653840523961435e+01
1.444000000000000000e+03,7.787108313367491519e+01
1.445000000000000000e+03,7.548254830263371673e+01
1.446000000000000000e+03,7.297168129746187049e+01
1.447000000000000000e+03,7.035228244854722846e+01
1.448000000000000000e+03,6.764122834230406056e+01
1.449000000000000000e+03,6.485841714798303315e+01
1.450000000000000000e+03,6.202663013157305016e+01
1.451000000000000000e+03,5.917130603076191164e+01
1.452000000000000000e+03,5.632022783373739827e+01
1.453000000000000000e+03,5.350312463822528031e+01
1.454000000000000000e+03,5.075119454191250412e+01
1.455000000000000000e+03,4.809655779042919477e+01
1.456000000000000000e+03,4.557165253294860463e+01
1.457000000000000000e+03,4.320858835401061526e+01
1.458000000000000000e+03,4.103847511490032929e+01
1.459000000000000000e+03,3.909074641473634415e+01
1.460000000000000000e+03,3.739249805897778600e+01
1.461000000000000000e+03,3.596786222008154255e+01
1.462000000000000000e+03,3.483743744626784178e+01
1.463000000000000000e+03,3.401779331450551069e+01
1.464000000000000000e+03,3.352106636932265360e+01
1.465000000000000000e+03,3.335466111724051075e+01
1.466000000000000000e+03,3.352106637258131627e+01
1.467000000000000000e+03,3.401779332131799549e+01
1.468000000000000000e+03,3.483743745724859764e+01
1.469000000000000000e+03,3.596786223621379008e+01
1.470000000000000000e+03,3.739249808169245171e+01
1.471000000000000000e+03,3.909074644602564774e+01
1.472000000000000000e+03,4.103847515747405339e+01
1.473000000000000000e+03,4.320858841150576524e+01
1.474000000000000000e+03,4.557165261020684000e+01
1.475000000000000000e+03,4.809655789386015101e+01
1.476000000000000000e+03,5.075119467996751155e+01
1.477000000000000000e+03,5.350312482201191244e+01
1.478000000000000000e+03,5.632022807781417839e+01
1.479000000000000000e+03,5.917130635416404516e+01
1.480000000000000000e+03,6.202663055913357937e+01
1.481000000000000000e+03,6.485841771203301676e+01
1.482000000000000000e+03,6.764122908485964558e+01
1.483000000000000000e+03,7.035228342412486313e+01
1.484000000000000000e+03,7.297168257670821845e+01
1.485000000000000000e+03,7.548254997702046865e+01
1.486000000000000000e+03,7.787108532160064556e+01
1.487000000000000000e+03,8.012654126001351074e+01
1.488000000000000000e+03,8.224112999207815733e+01
1.489000000000000000e+03,8.420986923311815531e+01
1.490000000000000000e+03,8.603037807071015663e+01
1.491000000000000000e+03,8.770263379395299808e+01
1.492000000000000000e+03,8.922870085834510689e+01
1.493000000000000000e+03,9.061244280395294481e+01
1.494000000000000000e+03,9.185922723438136472e+01
1.495000000000000000e+03,9.297563296163809810e+01
1.496000000000000000e+03,9.396916720480028573e+01
1.497000000000000000e+03,9.484799937631129296e+01
1.498000000000000000e+03,9.562071657301331129e+01
1.499000000000000000e+03,9.629610447697412212e+01
1.500000000000000000e+03,9.688295602170475718e+01
1.501000000000000000e+03,9.738990893936120585e+01
1.502000000000000000e+03,9.782531220902114910e+01
1.503000000000000000e+03,9.819712049832712353e+01
1.504000000000000000e+03,9.851281494266430627e+01
1.505000000000000000e+03,9.877934803950056164e+01
1.506000000000000000e+03,9.900311004390322012e+01
1.507000000000000000e+03,9.918991402108515842e+01
1.508000000000000000e+03,9.934499662464104119e+01
1.509000000000000000e+03,9.947303170320805066e+01
1.510000000000000000e+03,9.957815397033644444e+01
1.511000000000000000e+03,9.966399017895327006e+01
1.512000000000000000e+03,9.973369550055136301e+01
1.513000000000000000e+03,9.978999309968052955e+01
1.514000000000000000e+03,9.983521519857794146e+01
1.515000000000000000e+03,9.987134422990344262e+01
1.516000000000000000e+03,9.990005296568286042e+01
1.517000000000000000e+03,9.992274277886832579e+01
1.518000000000000000e+03,9.994057943438977532e+01
1.519000000000000000e+03,9.995452601569836304e+01
1.520000000000000000e+03,9.996537276923557158e+01
1.521000000000000000e+03,9.997376379337991636e+01
1.522000000000000000e+03,9.998022061193137233e+01
1.523000000000000000e+03,9.998516275774136375e+01
1.524000000000000000e+03,9.998892555292870554e+01
1.525000000000000000e+03,9.999177531178582967e+01
1.526000000000000000e+03,9.999392221458397501e+01
1.527000000000000000e+03,9.999553110851095994e+01
1.528000000000000000e+03,9.999673048914254991e+01
1.529000000000000000e+03,9.999761990503334630e+01
1.530000000000000000e+03,9.999827601169454283e+01
1.531000000000000000e+03,9.999875748147437093e+01
1.532000000000000000e+03,9.999910895434366864e+01
1.533000000000000000e+03,9.999936419261237575e+01
1.534000000000000000e+03,9.999954858112953104e+01
1.535000000000000000e+03,9.999968109422982820e+01
1.536000000000000000e+03,9.999977583202307585e+01
1.537000000000000000e+03,9.999984321182856206e+01
1.538000000000000000e+03,9.999989088573151719e+01
1.539000000000000000e+03,9.999992444237064149e+01
1.540000000000000000e+03,9.999994794006411780e+01
1.541000000000000000e+03,9.999996430910309186e+01
1.542000000000000000e+03,9.999997565331580063e+01
1.543000000000000000e+03,9.999998347464830317e+01
1.544000000000000000e+03,9.999998883933361071e+01
1.545000000000000000e+03,9.999999250005514284e+01
1.546000000000000000e+03,9.999999498518933194e+01
1.547000000000000000e+03,9.999999666358903028e+01
1.548000000000000000e+03,9.999999779131863420e+01
1.549000000000000000e+03,9.999999854516038056e+01
1.550000000000000000e+03,9.999999904648900895e+01
1.551000000000000000e+03,9.999999937817982243e+01
1.552000000000000000e+03,9.999999959651030679e+01
1.553000000000000000e+03,9.999999973948747822e+01
1.554000000000000000e+03,9.999999983263937509e+01
1.555000000000000000e+03,9.999999989301903724e+01
1.556000000000000000e+03,9.999999993195623915e+01
1.557000000000000000e+03,9.999999995693757171e+01
1.558000000000000000e+03,9.999999997288327336e+01
1.559000000000000000e+03,9.999999998300955895e+01
1.560000000000000000e+03,9.999999998940745627e+01
1.561000000000000000e+03,9.999999999342909973e+01
1.562000000000000000e+03,9.999999999594419364e+01
1.563000000000000000e+03,9.999999999750907875e+01
1.564000000000000000e+03,9.999999999847780430e+01
1.565000000000000000e+03,9.999999999907443282e+01
1.566000000000000000e+03,9.999999999944002127e+01
1.567000000000000000e+03,9.999999999966289010e+01
1.568000000000000000e+03,9.999999999979807797e+01
1.569000000000000000e+03,9.999999999987964827e+01
1.570000000000000000e+03,9.999999999992863309e+01
1.571000000000000000e+03,9.999999999995787903e+01
1.572000000000000000e+03,9.999999999997527311e+01
1.573000000000000000e+03,9.999999999998554756e+01
1.574000000000000000e+03,9.999999999999160138e+01
1.575000000000000000e+03,9.999999999999513989e+01
1.576000000000000000e+03,9.999999999999720046e+01
1.577000000000000000e+03,9.999999999999839417e+01
1.578000000000000000e+03,9.999999999999909051e+01
1.579000000000000000e+03,9.999999999999948841e+01
1.580000000000000000e+03,9.999999999999970157e+01
1.581000000000000000e+03,9.999999999999982947e+01
1.582000000000000000e+03,9.999999999999991473e+01
1.583000000000000000e+03,9.999999999999994316e+01
1.584000000000000000e+03,9.999999999999997158e+01
1.585000000000000000e+03,9.999999999999998579e+01
1.586000000000000000e+03,9.999999999999998579e+01
1.587000000000000000e+03,1.000000000000000000e+02
1.588000000000000000e+03,1.000000000000000000e+02
1.589000000000000000e+03,1.000000000000000000e+02
1.590000000000000000e+03,1.000000000000000000e+02
1.591000000000000000e+03,1.000000000000000000e+02
1.592000000000000000e+03,1.000000000000000000e+02
1.593000000000000000e+03,1.000000000000000000e+02
1.594000000000000000e+03,1.000000000000000000e+02
1.595000000000000000e+03,1.000000000000000000e+02
1.596000000000000000e+03,1.000000000000000000e+02
1.597000000000000000e+03,1.000000000000000000e+02
1.598000000000000000e+03,1.000000000000000000e+02
1.599000000000000000e+03,1.000000000000000000e+02
1.600000000000000000e+03,1.000000000000000000e+02
1.601000000000000000e+03,1.000000000000000000e+02
1.602000000000000000e+03,1.000000000000000000e+02
1.603000000000000000e+03,1.000000000000000000e+02
1.604000000000000000e+03,1.000000000000000000e+02
1.605000000000000000e+03,1.000000000000000000e+02
1.606000000000000000e+03,1.000000000000000000e+02
1.607000000000000000e+03,1.000000000000000000e+02
1.608000000000000000e+03,1.000000000000000000e+02
1.609000000000000000e+03,1.000000000000000000e+02
1.610000000000000000e+03,1.000000000000000000e+02
1.611000000000000000e+03,1.000000000000000000e+02
1.612000000000000000e+03,1.000000000000000000e+02
1.613000000000000000e+03,1.000000000000000000e+02
1.614000000000000000e+03,1.000000000000000000e+02
1.615000000000000000e+03,1.000000000000000000e+02
1.616000000000000000e+03,1.000000000000000000e+02
1.617000000000000000e+03,1.000000000000000000e+02
1.618000000000000000e+03,1.000000000000000000e+02
1.619000000000000000e+03,1.000000000000000000e+02
1.620000000000000000e+03,1.000000000000000000e+02
1.621000000000000000e+03,1.000000000000000000e+02
1.622000000000000000e+03,1.000000000000000000e+02
1.623000000000000000e+03,1.000000000000000000e+02
1.624000000000000000e+03,1.000000000000000000e+02
1.625000000000000000e+03,1.000000000000000000e+02
1.626000000000000000e+03,1.000000000000000000e+02
1.627000000000000000e+03,1.000000000000000000e+02
1.628000000000000000e+03,1.000000000000000000e+02
1.629000000000000000e+03,1.000000000000000000e+02
1.630000000000000000e+03,1.000000000000000000e+02
1.631000000000000000e+03,1.000000000000000000e+02
1.632000000000000000e+03,1.000000000000000000e+02
1.633000000000000000e+03,1.000000000000000000e+02
1.634000000000000000e+03,1.000000000000000000e+02
1.635000000000000000e+03,1.000000000000000000e+02
1.636000000000000000e+03,1.000000000000000000e+02
1.637000000000000000e+03,1.000000000000000000e+02
1.638000000000000000e+03,1.000000000000000000e+02
1.639000000000000000e+03,1.000000000000000000e+02
1.640000000000000000e+03,1.000000000000000000e+02
1.641000000000000000e+03,1.000000000000000000e+02
1.642000000000000000e+03,1.000000000000000000e+02
1.643000000000000000e+03,1.000000000000000000e+02
1.644000000000000000e+03,1.000000000000000000e+02
1.645000000000000000e+03,1.000000000000000000e+02
1.646000000000000000e+03,1.000000000000000000e+02
1.647000000000000000e+03,1.000000000000000000e+02
1.648000000000000000e+03,1.000000000000000000e+02
1.649000000000000000e+03,1.000000000000000000e+02
1.650000000000000000e+03,1.000000000000000000e+02
1.651000000000000000e+03,1.000000000000000000e+02
1.652000000000000000e+03,1.000000000000000000e+02
1.653000000000000000e+03,1.000000000000000000e+02
1.654000000000000000e+03,1.000000000000000000e+02
1.655000000000000000e+03,1.000000000000000000e+02
1.656000000000000000e+03,1.000000000000000000e+02
1.657000000000000000e+03,1.000000000000000000e+02
1.658000000000000000e+03,1.000000000000000000e+02
1.659000000000000000e+03,1.000000000000000000e+02
1.660000000000000000e+03,1.000000000000000000e+02
1.661000000000000000e+03,1.000000000000000000e+02
1.662000000000000000e+03,1.000000000000000000e+02
1.663000000000000000e+03,1.000000000000000000e+02
1.664000000000000000e+03,1.000000000000000000e+02
1.665000000000000000e+03,1.000000000000000000e+02
1.666000000000000000e+03,1.000000000000000000e+02
1.667000000000000000e+03,1.000000000000000000e+02
1.668000000000000000e+03,1.000000000000000000e+02
1.669000000000000000e+03,1.000000000000000000e+02
1.670000000000000000e+03,1.000000000000000000e+02
1.671000000000000000e+03,1.000000000000000000e+02
1.672000000000000000e+03,1.000000000000000000e+02
1.673000000000000000e+03,1.000000000000000000e+02
1.674000000000000000e+03,1.000000000000000000e+02
1.675000000000000000e+03,1.000000000000000000e+02
1.676000000000000000e+03,1.000000000000000000e+02
1.677000000000000000e+03,1.000000000000000000e+02
1.678000000000000000e+03,1.000000000000000000e+02
1.679000000000000000e+03,1.000000000000000000e+02
1.680000000000000000e+03,1.000000000000000000e+02
1.681000000000000000e+03,1.000000000000000000e+02
1.682000000000000000e+03,1.000000000000000000e+02
1.683000000000000000e+03,1.000000000000000000e+02
1.684000000000000000e+03,1.000000000000000000e+02
1.685000000000000000e+03,1.000000000000000000e+02
1.686000000000000000e+03,1.000000000000000000e+02
1.687000000000000000e+03,1.000000000000000000e+02
1.688000000000000000e+03,1.000000000000000000e+02
1.689000000000000000e+03,1.000000000000000000e+02
1.690000000000000000e+03,1.000000000000000000e+02
1.691000000000000000e+03,1.000000000000000000e+02
1.692000000000000000e+03,1.000000000000000000e+02
1.693000000000000000e+03,1.000000000000000000e+02
1.694000000000000000e+03,1.000000000000000000e+02
1.695000000000000000e+03,1.000000000000000000e+02
1.696000000000000000e+03,1.000000000000000000e+02
1.697000000000000000e+03,1.000000000000000000e+02
1.698000000000000000e+03,1.000000000000000000e+02
1.699000000000000000e+03,1.000000000000000000e+02
1.700000000000000000e+03,1.000000000000000000e+02
1.701000000000000000e+03,1.000000000000000000e+02
1.702000000000000000e+03,1.000000000000000000e+02
1.703000000000000000e+03,1.000000000000000000e+02
1.704000000000000000e+03,1.000000000000000000e+02
1.705000000000000000e+03,1.000000000000000000e+02
1.706000000000000000e+03,1.000000000000000000e+02
1.707000000000000000e+03,1.000000000000000000e+02
1.708000000000000000e+03,1.000000000000000000e+02
1.709000000000000000e+03,1.000000000000000000e+02
1.710000000000000000e+03,1.000000000000000000e+02
1.711000000000000000e+03,1.000000000000000000e+02
1.712000000000000000e+03,1.000000000000000000e+02
1.713000000000000000e+03,1.000000000000000000e+02
1.714000000000000000e+03,1.000000000000000000e+02
1.715000000000000000e+03,1.000000000000000000e+02
1.716000000000000000e+03,1.000000000000000000e+02
1.717000000000000000e+03,1.000000000000000000e+02
1.718000000000000000e+03,1.000000000000000000e+02
1.719000000000000000e+03,1.000000000000000000e+02
1.720000000000000000e+03,1.000000000000000000e+02
1.721000000000000000e+03,1.000000000000000000e+02
1.722000000000000000e+03,1.000000000000000000e+02
1.723000000000000000e+03,1.000000000000000000e+02
1.724000000000000000e+03,1.000000000000000000e+02
1.725000000000000000e+03,1.000000000000000000e+02
1.726000000000000000e+03,1.000000000000000000e+02
1.727000000000000000e+03,1.000000000000000000e+02
1.728000000000000000e+03,1.000000000000000000e+02
1.729000000000000000e+03,1.000000000000000000e+02
1.730000000000000000e+03,1.000000000000000000e+02
1.731000000000000000e+03,1.000000000000000000e+02
1.732000000000000000e+03,1.000000000000000000e+02
1.733000000000000000e+03,1.000000000000000000e+02
1.734000000000000000e+03,1.000000000000000000e+02
1.735000000000000000e+03,1.000000000000000000e+02
1.736000000000000000e+03,1.000000000000000000e+02
1.737000000000000000e+03,1.000000000000000000e+02
1.738000000000000000e+03,1.000000000000000000e+02
1.739000000000000000e+03,1.000000000000000000e+02
1.740000000000000000e+03,1.000000000000000000e+02
1.741000000000000000e+03,1.000000000000000000e+02
1.742000000000000000e+03,1.000000000000000000e+02
1.743000000000000000e+03,1.000000000000000000e+02
1.744000000000000000e+03,1.000000000000000000e+02
1.745000000000000000e+03,1.000000000000000000e+02
1.746000000000000000e+03,1.000000000000000000e+02
1.747000000000000000e+03,1.000000000000000000e+02
1.748000000000000000e+03,1.000000000000000000e+02
1.749000000000000000e+03,1.000000000000000000e+02
1.750000000000000000e+03,1.000000000000000000e+02
1.751000000000000000e+03,1.000000000000000000e+02
1.752000000000000000e+03,1.000000000000000000e+02
1.753000000000000000e+03,1.000000000000000000e+02
1.754000000000000000e+03,1.000000000000000000e+02
1.755000000000000000e+03,1.000000000000000000e+02
1.756000000000000000e+03,1.000000000000000000e+02
1.757000000000000000e+03,1.000000000000000000e+02
1.758000000000000000e+03,1.000000000000000000e+02
1.759000000000000000e+03,1.000000000000000000e+02
1.760000000000000000e+03,1.000000000000000000e+02
1.761000000000000000e+03,1.000000000000000000e+02
1.762000000000000000e+03,1.000000000000000000e+02
1.763000000000000000e+03,1.000000000000000000e+02
1.764000000000000000e+03,1.000000000000000000e+02
1.765000000000000000e+03,1.000000000000000000e+02
1.766000000000000000e+03,1.000000000000000000e+02
1.767000000000000000e+03,1.000000000000000000e+02
1.768000000000000000e+03,1.000000000000000000e+02
1.769000000000000000e+03,1.000000000000000000e+02
1.770000000000000000e+03,1.000000000000000000e+02
1.771000000000000000e+03,1.000000000000000000e+02
1.772000000000000000e+03,1.000000000000000000e+02
1.773000000000000000e+03,1.000000000000000000e+02
1.774000000000000000e+03,1.000000000000000000e+02
1.775000000000000000e+03,1.000000000000000000e+02
1.776000000000000000e+03,1.000000000000000000e+02
1.777000000000000000e+03,1.000000000000000000e+02
1.778000000000000000e+03,1.000000000000000000e+02
1.779000000000000000e+03,1.000000000000000000e+02
1.780000000000000000e+03,1.000000000000000000e+02
1.781000000000000000e+03,1.000000000000000000e+02
1.782000000000000000e+03,1.000000000000000000e+02
1.783000000000000000e+03,1.000000000000000000e+02
1.784000000000000000e+03,1.000000000000000000e+02
1.785000000000000000e+03,1.000000000000000000e+02
1.786000000000000000e+03,1.000000000000000000e+02
1.787000000000000000e+03,1.000000000000000000e+02
1.788000000000000000e+03,1.000000000000000000e+02
1.789000000000000000e+03,1.000000000000000000e+02
1.790000000000000000e+03,1.000000000000000000e+02
1.791000000000000000e+03,1.000000000000000000e+02
1.792000000000000000e+03,1.000000000000000000e+02
1.793000000000000000e+03,1.000000000000000000e+02
1.794000000000000000e+03,1.000000000000000000e+02
1.795000000000000000e+03,1.000000000000000000e+02
1.796000000000000000e+03,1.000000000000000000e+02
1.797000000000000000e+03,1.000000000000000000e+02
1.798000000000000000e+03,1.000000000000000000e+02
1.799000000000000000e+03,1.000000000000000000e+02
1.800000000000000000e+03,1.000000000000000000e+02
1.801000000000000000e+03,1.000000000000000000e+02
1.802000000000000000e+03,1.000000000000000000e+02
1.803000000000000000e+03,1.000000000000000000e+02
1.804000000000000000e+03,1.000000000000000000e+02
1.805000000000000000e+03,1.000000000000000000e+02
1.806000000000000000e+03,1.000000000000000000e+02
1.807000000000000000e+03,1.000000000000000000e+02
1.808000000000000000e+03,1.000000000000000000e+02
1.809000000000000000e+03,1.000000000000000000e+02
1.810000000000000000e+03,1.000000000000000000e+02
1.811000000000000000e+03,1.000000000000000000e+02
1.812000000000000000e+03,1.000000000000000000e+02
1.813000000000000000e+03,1.000000000000000000e+02
1.814000000000000000e+03,1.000000000000000000e+02
1.815000000000000000e+03,1.000000000000000000e+02
1.816000000000000000e+03,1.000000000000000000e+02
1.817000000000000000e+03,1.000000000000000000e+02
1.818000000000000000e+03,1.000000000000000000e+02
1.819000000000000000e+03,1.000000000000000000e+02
1.820000000000000000e+03,1.000000000000000000e+02
1.821000000000000000e+03,1.000000000000000000e+02
1.822000000000000000e+03,1.000000000000000000e+02
1.823000000000000000e+03,1.000000000000000000e+02
1.824000000000000000e+03,1.000000000000000000e+02
1.825000000000000000e+03,1.000000000000000000e+02
1.826000000000000000e+03,1.000000000000000000e+02
1.827000000000000000e+03,1.000000000000000000e+02
1.828000000000000000e+03,1.000000000000000000e+02
1.829000000000000000e+03,1.000000000000000000e+02
1.830000000000000000e+03,1.000000000000000000e+02
1.831000000000000000e+03,1.000000000000000000e+02
1.832000000000000000e+03,1.000000000000000000e+02
1.833000000000000000e+03,1.000000000000000000e+02
1.834000000000000000e+03,1.000000000000000000e+02
1.835000000000000000e+03,1.000000000000000000e+02
1.836000000000000000e+03,1.000000000000000000e+02
1.837000000000000000e+03,1.000000000000000000e+02
1.838000000000000000e+03,1.000000000000000000e+02
1.839000000000000000e+03,1.000000000000000000e+02
1.840000000000000000e+03,1.000000000000000000e+02
1.841000000000000000e+03,1.000000000000000000e+02
1.842000000000000000e+03,1.000000000000000000e+02
1.843000000000000000e+03,1.000000000000000000e+02
1.844000000000000000e+03,1.000000000000000000e+02
1.845000000000000000e+03,1.000000000000000000e+02
1.846000000000000000e+03,1.000000000000000000e+02
1.847000000000000000e+03,1.000000000000000000e+02
1.848000000000000000e+03,1.000000000000000000e+02
1.849000000000000000e+03,1.000000000000000000e+02
1.850000000000000000e+03,1.000000000000000000e+02
1.851000000000000000e+03,1.000000000000000000e+02
1.852000000000000000e+03,1.000000000000000000e+02
1.853000000000000000e+03,1.000000000000000000e+02
1.854000000000000000e+03,1.000000000000000000e+02
1.855000000000000000e+03,1.000000000000000000e+02
1.856000000000000000e+03,1.000000000000000000e+02
1.857000000000000000e+03,1.000000000000000000e+02
1.858000000000000000e+03,1.000000000000000000e+02
1.859000000000000000e+03,1.000000000000000000e+02
1.860000000000000000e+03,1.000000000000000000e+02
1.861000000000000000e+03,1.000000000000000000e+02
1.862000000000000000e+03,1.000000000000000000e+02
1.863000000000000000e+03,1.000000000000000000e+02
1.864000000000000000e+03,1.000000000000000000e+02
1.865000000000000000e+03,1.000000000000000000e+02
1.866000000000000000e+03,1.000000000000000000e+02
1.867000000000000000e+03,1.000000000000000000e+02
1.868000000000000000e+03,1.000000000000000000e+02
1.869000000000000000e+03,1.000000000000000000e+02
1.870000000000000000e+03,1.000000000000000000e+02
1.871000000000000000e+03,1.000000000000000000e+02
1.872000000000000000e+03,1.000000000000000000e+02
1.873000000000000000e+03,1.000000000000000000e+02
1.874000000000000000e+03,1.000000000000000000e+02
1.875000000000000000e+03,1.000000000000000000e+02
1.876000000000000000e+03,1.000000000000000000e+02
1.877000000000000000e+03,1.000000000000000000e+02
1.878000000000000000e+03,1.000000000000000000e+02
1.879000000000000000e+03,1.000000000000000000e+02
1.880000000000000000e+03,1.000000000000000000e+02
1.881000000000000000e+03,1.000000000000000000e+02
